time,cpu,percpu,mem,ram,disk,disk_io,network,gpu load,gpu memutil
2021-05-18 20:38:04.068477,2.5,2.5,73031.66796875,111974.71484375,11307.95703125,"{'rc': 0, 'wc': 48, 'rb': 0, 'wb': 303104}","{'sent': 4583, 'recv': 1408664}",0.0,0.0
2021-05-18 20:38:08.236627,2.5,2.5,52011.33984375,90992.81640625,11307.95703125,"{'rc': 0, 'wc': 48, 'rb': 0, 'wb': 303104}","{'sent': 4657, 'recv': 1472924}",0.0,0.0
2021-05-18 20:38:12.408242,2.5,2.5,52011.328125,90992.77734375,11307.95703125,"{'rc': 0, 'wc': 48, 'rb': 0, 'wb': 303104}","{'sent': 4879, 'recv': 1539920}",0.0,0.0
2021-05-18 20:38:16.835639,2.5,2.5,56196.984375,95170.37890625,11307.95703125,"{'rc': 0, 'wc': 50, 'rb': 0, 'wb': 331776}","{'sent': 6676, 'recv': 1617024}",0.0,0.0
2021-05-18 20:38:21.051817,2.5,2.5,62531.25,101492.37109375,11307.95703125,"{'rc': 0, 'wc': 50, 'rb': 0, 'wb': 331776}","{'sent': 6750, 'recv': 1688904}",0.0,0.0
2021-05-18 20:38:25.273071,2.5,2.5,68765.41015625,107714.375,11307.95703125,"{'rc': 0, 'wc': 89, 'rb': 0, 'wb': 499712}","{'sent': 6898, 'recv': 1762944}",0.0,0.0
2021-05-18 20:38:29.520788,2.5,2.5,75104.65625,114040.41015625,11307.95703125,"{'rc': 0, 'wc': 89, 'rb': 0, 'wb': 499712}","{'sent': 7092, 'recv': 1830150}",0.0,0.0
2021-05-18 20:38:33.664549,2.5,2.525,81203.07421875,120128.34765625,11307.95703125,"{'rc': 0, 'wc': 95, 'rb': 0, 'wb': 524288}","{'sent': 7092, 'recv': 1898670}",0.0,0.0
2021-05-18 20:38:37.812164,2.5,2.525,86243.45703125,125158.734375,11307.95703125,"{'rc': 0, 'wc': 95, 'rb': 0, 'wb': 524288}","{'sent': 7146, 'recv': 1965396}",0.0,0.0
2021-05-18 20:38:42.196138,2.5,2.55,86242.796875,125158.8046875,11307.95703125,"{'rc': 0, 'wc': 95, 'rb': 0, 'wb': 524288}","{'sent': 7146, 'recv': 2030376}",0.0,0.0
2021-05-18 20:38:46.416654,2.5,2.5,86243.42578125,125158.80078125,11307.95703125,"{'rc': 0, 'wc': 97, 'rb': 0, 'wb': 532480}","{'sent': 7220, 'recv': 2094636}",0.0,0.0
2021-05-18 20:38:50.640397,2.5,2.5,86242.6640625,125158.8125,11307.95703125,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 536576}","{'sent': 7220, 'recv': 2160996}",0.0,0.0
2021-05-18 20:38:54.937148,2.5,2.5,86245.23046875,125158.76171875,11307.95703125,"{'rc': 0, 'wc': 112, 'rb': 0, 'wb': 749568}","{'sent': 7811, 'recv': 2226420}",0.0,0.0
2021-05-18 20:38:59.208360,2.6,2.5,86244.52734375,125158.75,11307.95703125,"{'rc': 0, 'wc': 112, 'rb': 0, 'wb': 749568}","{'sent': 7811, 'recv': 2291700}",0.0,0.0
2021-05-18 20:39:03.395138,2.5,2.575,86246.0,125158.71484375,11307.95703125,"{'rc': 0, 'wc': 114, 'rb': 0, 'wb': 806912}","{'sent': 7811, 'recv': 2352240}",0.0,0.0
2021-05-18 20:39:08.443709,2.5,2.525,35298.87109375,74309.34765625,11307.96484375,"{'rc': 0, 'wc': 114, 'rb': 0, 'wb': 806912}","{'sent': 12595, 'recv': 2434704}",0.0,0.0
2021-05-18 20:39:12.875523,7.4,5.15,35909.46875,74925.1796875,11307.96484375,"{'rc': 0, 'wc': 118, 'rb': 0, 'wb': 860160}","{'sent': 15425, 'recv': 2502976}",0.0,0.0
2021-05-18 20:39:18.311423,67.2,66.4625,41520.3828125,80534.87890625,11307.96484375,"{'rc': 0, 'wc': 123, 'rb': 0, 'wb': 1925120}","{'sent': 16207, 'recv': 2585866}",0.0,0.0
2021-05-18 20:39:22.710211,2.5,2.525,45836.03515625,84840.92578125,11307.96484375,"{'rc': 0, 'wc': 133, 'rb': 0, 'wb': 1994752}","{'sent': 16365, 'recv': 2650606}",0.0,0.0
2021-05-18 20:39:27.296906,71.5,84.57750000000001,47186.0625,86171.3203125,11307.96484375,"{'rc': 0, 'wc': 193, 'rb': 0, 'wb': 2277376}","{'sent': 16365, 'recv': 2722366}",0.0,0.0
2021-05-18 20:39:32.291061,31.0,91.9375,47026.76953125,86015.3671875,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 16419, 'recv': 2803126}",0.0,0.0
2021-05-18 20:39:37.045120,27.7,2.525,46747.765625,85733.83203125,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 16930, 'recv': 2877576}",0.0,0.0
2021-05-18 20:39:41.551874,2.5,2.5,47291.4140625,86274.66015625,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 16930, 'recv': 2951556}",0.0,0.0
2021-05-18 20:39:46.305360,59.7,78.5325,48407.39453125,87389.328125,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 16930, 'recv': 3024396}",0.0,0.0
2021-05-18 20:39:51.538836,68.6,72.81,46355.8046875,85348.5390625,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 16930, 'recv': 3111276}",0.0,0.0
2021-05-18 20:39:56.565180,2.5,2.5,48126.6875,87110.4921875,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 17208, 'recv': 3195402}",0.0,0.0
2021-05-18 20:40:01.126136,2.6,2.5,48130.83203125,87110.75390625,11307.96484375,"{'rc': 0, 'wc': 194, 'rb': 0, 'wb': 2281472}","{'sent': 17917, 'recv': 3272030}",0.0,0.0
2021-05-18 20:40:05.698327,48.9,79.875,49272.9609375,88252.62109375,11307.96484375,"{'rc': 0, 'wc': 200, 'rb': 0, 'wb': 2318336}","{'sent': 17971, 'recv': 3344810}",5.0,0.0
2021-05-18 20:40:11.173653,75.5,65.0025,44341.19140625,83335.6328125,11307.96484375,"{'rc': 0, 'wc': 202, 'rb': 0, 'wb': 2363392}","{'sent': 22028, 'recv': 3442852}",0.0,0.0
2021-05-18 20:40:15.785799,2.5,2.525,48851.0078125,87831.953125,11307.96484375,"{'rc': 0, 'wc': 204, 'rb': 0, 'wb': 2387968}","{'sent': 22694, 'recv': 3523684}",0.0,0.0
2021-05-18 20:40:20.574234,2.5,2.5,48850.71875,87832.0546875,11307.96484375,"{'rc': 0, 'wc': 204, 'rb': 0, 'wb': 2387968}","{'sent': 23253, 'recv': 3617236}",0.0,0.0
2021-05-18 20:40:25.281180,76.4,94.28,49920.15625,88900.33203125,11307.96484375,"{'rc': 0, 'wc': 204, 'rb': 0, 'wb': 2387968}","{'sent': 23509, 'recv': 3696922}",0.0,0.0
2021-05-18 20:40:30.475714,100.0,88.76500000000001,74088.8828125,113024.47265625,11307.96484375,"{'rc': 0, 'wc': 204, 'rb': 0, 'wb': 2387968}","{'sent': 23957, 'recv': 3787828}",0.0,0.0
2021-05-18 20:40:37.430259,81.1,52.67,116801.515625,155658.95703125,11307.96484375,"{'rc': 0, 'wc': 271, 'rb': 0, 'wb': 2686976}","{'sent': 24203, 'recv': 3908914}",0.0,0.0
2021-05-18 20:40:43.723873,58.2,100.0,108266.54296875,147138.76171875,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24597, 'recv': 4017640}",0.0,0.0
2021-05-18 20:40:50.391187,98.5,98.155,94233.24609375,133130.2890625,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24799, 'recv': 4121860}",5.0,0.0
2021-05-18 20:40:57.641225,20.1,20.0975,108324.27734375,147189.30859375,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24799, 'recv': 4234540}",0.0,0.0
2021-05-18 20:41:03.854980,20.1,20.075,108327.12890625,147189.32421875,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24799, 'recv': 4332580}",0.0,0.0
2021-05-18 20:41:09.981438,7.9,6.2375,108326.6171875,147189.23046875,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24799, 'recv': 4420360}",0.0,0.0
2021-05-18 20:41:16.229076,5.0,5.0,108327.4765625,147189.30859375,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 24853, 'recv': 4516300}",0.0,0.0
2021-05-18 20:41:22.618694,5.0,4.0600000000000005,108328.890625,147189.2890625,11307.96484375,"{'rc': 0, 'wc': 272, 'rb': 0, 'wb': 2691072}","{'sent': 26447, 'recv': 4621064}",0.0,0.0
2021-05-18 20:41:28.964923,2.5,2.5,108328.984375,147189.390625,11307.96484375,"{'rc': 0, 'wc': 274, 'rb': 0, 'wb': 2715648}","{'sent': 26513, 'recv': 4721390}",0.0,0.0
2021-05-18 20:41:35.398582,2.5,2.5,108328.23046875,147189.37890625,11307.96484375,"{'rc': 0, 'wc': 274, 'rb': 0, 'wb': 2715648}","{'sent': 26617, 'recv': 4829390}",0.0,0.0
2021-05-18 20:41:41.833314,100.0,100.0,97120.1015625,136010.92578125,11307.96484375,"{'rc': 0, 'wc': 274, 'rb': 0, 'wb': 2715648}","{'sent': 26863, 'recv': 4934936}",0.0,0.0
2021-05-18 20:41:48.686658,97.8,98.0775,74197.796875,113127.8359375,11307.96484375,"{'rc': 0, 'wc': 274, 'rb': 0, 'wb': 2715648}","{'sent': 26917, 'recv': 5050256}",5.0,0.0
2021-05-18 20:41:55.397131,7.6,54.089999999999996,39678.4453125,78676.77734375,11307.96484375,"{'rc': 0, 'wc': 299, 'rb': 0, 'wb': 2822144}","{'sent': 26917, 'recv': 5155316}",0.0,0.0
2021-05-18 20:42:00.739724,63.6,84.63499999999999,45460.99609375,84450.07421875,11307.96484375,"{'rc': 0, 'wc': 300, 'rb': 0, 'wb': 2826240}","{'sent': 27653, 'recv': 5240594}",0.0,0.0
2021-05-18 20:42:05.186576,2.5,2.525,49356.4140625,88335.296875,11307.96484375,"{'rc': 0, 'wc': 497, 'rb': 0, 'wb': 107737088}","{'sent': 27881, 'recv': 5308226}",0.0,0.0
2021-05-18 20:42:09.766241,2.5,2.5,49356.52734375,88335.48046875,11307.96484375,"{'rc': 0, 'wc': 682, 'rb': 0, 'wb': 292315136}","{'sent': 27989, 'recv': 5383886}",0.0,0.0
2021-05-18 20:42:14.623662,99.1,99.725,50321.09765625,89298.828125,11307.96484375,"{'rc': 0, 'wc': 1004, 'rb': 0, 'wb': 624324608}","{'sent': 27989, 'recv': 5468306}",5.0,0.0
2021-05-18 20:42:19.827989,65.7,35.52,46837.9609375,85824.08984375,11307.96484375,"{'rc': 0, 'wc': 1004, 'rb': 0, 'wb': 624324608}","{'sent': 28321, 'recv': 5555852}",0.0,0.0
2021-05-18 20:42:24.273098,2.5,2.5,49685.00390625,88665.76171875,11307.96484375,"{'rc': 0, 'wc': 1004, 'rb': 0, 'wb': 624324608}","{'sent': 28321, 'recv': 5632472}",0.0,0.0
2021-05-18 20:42:29.214256,2.5,2.5,49688.06640625,88665.7890625,11307.96484375,"{'rc': 0, 'wc': 1004, 'rb': 0, 'wb': 624324608}","{'sent': 28321, 'recv': 5720132}",0.0,0.0
2021-05-18 20:42:34.120898,22.7,74.5925,49687.78515625,88665.4609375,11307.96484375,"{'rc': 0, 'wc': 1004, 'rb': 0, 'wb': 624324608}","{'sent': 28429, 'recv': 5817452}",5.0,0.0
2021-05-18 20:42:39.389860,71.7,74.325,51050.44140625,90030.671875,11307.96484375,"{'rc': 0, 'wc': 1013, 'rb': 0, 'wb': 624381952}","{'sent': 28429, 'recv': 5908172}",0.0,0.0
2021-05-18 20:42:44.552546,2.5,2.5,50074.9375,89053.21484375,11307.96484375,"{'rc': 0, 'wc': 1014, 'rb': 0, 'wb': 624386048}","{'sent': 28707, 'recv': 5995538}",0.0,0.0
2021-05-18 20:42:49.153250,2.5,2.525,50076.0,89053.22265625,11307.96484375,"{'rc': 0, 'wc': 1015, 'rb': 0, 'wb': 624390144}","{'sent': 28707, 'recv': 6076838}",0.0,0.0
2021-05-18 20:42:54.056864,76.2,99.9,50817.22265625,89796.54296875,11307.96484375,"{'rc': 0, 'wc': 1015, 'rb': 0, 'wb': 624390144}","{'sent': 28707, 'recv': 6156218}",0.0,0.0
2021-05-18 20:42:59.275601,60.0,64.94500000000001,46108.6640625,85097.6328125,11307.96484375,"{'rc': 0, 'wc': 1015, 'rb': 0, 'wb': 624390144}","{'sent': 29533, 'recv': 6246772}",0.0,0.0
2021-05-18 20:43:03.812567,2.5,2.525,50231.25,89209.01953125,11307.96484375,"{'rc': 0, 'wc': 1015, 'rb': 0, 'wb': 624390144}","{'sent': 29533, 'recv': 6323932}",0.0,0.0
2021-05-18 20:43:08.585898,81.8,96.7,51064.5703125,90041.2890625,11307.96484375,"{'rc': 0, 'wc': 1015, 'rb': 0, 'wb': 624390144}","{'sent': 31128, 'recv': 6405056}",0.0,0.0
2021-05-18 20:43:13.940479,100.0,100.0,71250.1171875,110206.5390625,11307.96484375,"{'rc': 0, 'wc': 1017, 'rb': 0, 'wb': 624414720}","{'sent': 31374, 'recv': 6495722}",0.0,0.0
2021-05-18 20:43:19.596995,100.0,100.0,108819.73046875,147689.35546875,11307.96484375,"{'rc': 0, 'wc': 1017, 'rb': 0, 'wb': 624414720}","{'sent': 31428, 'recv': 6582302}",0.0,0.0
2021-05-18 20:43:27.240705,100.0,54.05,109464.1875,148337.77734375,11307.96484375,"{'rc': 0, 'wc': 1017, 'rb': 0, 'wb': 624414720}","{'sent': 31586, 'recv': 6709142}",0.0,0.0
2021-05-18 20:43:36.042497,98.5,98.10499999999999,94051.02734375,132946.5546875,11307.96484375,"{'rc': 0, 'wc': 1017, 'rb': 0, 'wb': 624414720}","{'sent': 31586, 'recv': 6859802}",0.0,0.0
2021-05-18 20:43:42.923027,20.0,20.075,109563.10546875,148425.96484375,11307.96484375,"{'rc': 0, 'wc': 1044, 'rb': 0, 'wb': 624537600}","{'sent': 31586, 'recv': 6973922}",0.0,0.0
2021-05-18 20:43:49.437997,18.8,16.825,109565.578125,148425.93359375,11307.96484375,"{'rc': 0, 'wc': 1049, 'rb': 0, 'wb': 624558080}","{'sent': 31640, 'recv': 7087922}",0.0,0.0
2021-05-18 20:43:55.808897,10.1,10.1,109566.79296875,148425.8359375,11307.96484375,"{'rc': 0, 'wc': 1049, 'rb': 0, 'wb': 624558080}","{'sent': 31640, 'recv': 7198262}",0.0,0.0
2021-05-18 20:44:02.111945,7.6,5.72,109569.22265625,148425.9765625,11307.96484375,"{'rc': 0, 'wc': 1049, 'rb': 0, 'wb': 624558080}","{'sent': 33033, 'recv': 7307394}",0.0,0.0
2021-05-18 20:44:08.593135,2.5,2.55,109568.96484375,148425.96875,11307.96484375,"{'rc': 0, 'wc': 1051, 'rb': 0, 'wb': 624582656}","{'sent': 33288, 'recv': 7431006}",0.0,0.0
2021-05-18 20:44:14.705116,2.5,2.5,109568.15234375,148425.96875,11307.96484375,"{'rc': 0, 'wc': 1051, 'rb': 0, 'wb': 624582656}","{'sent': 33342, 'recv': 7542666}",0.0,0.0
2021-05-18 20:44:21.093080,2.5,99.0525,88330.60546875,127242.69140625,11307.96484375,"{'rc': 0, 'wc': 1051, 'rb': 0, 'wb': 624582656}","{'sent': 33342, 'recv': 7653126}",0.0,0.0
2021-05-18 20:44:29.120662,98.1,98.25,75446.875,114376.0390625,11307.96484375,"{'rc': 0, 'wc': 1051, 'rb': 0, 'wb': 624582656}","{'sent': 35109, 'recv': 7792576}",0.0,0.0
2021-05-18 20:44:35.727870,16.6,56.025,41033.21484375,80034.4140625,11307.96484375,"{'rc': 0, 'wc': 1088, 'rb': 0, 'wb': 624758784}","{'sent': 35217, 'recv': 7918636}",0.0,0.0
2021-05-18 20:44:41.130824,79.5,14.975,48492.77734375,87475.3125,11307.96484375,"{'rc': 0, 'wc': 1092, 'rb': 0, 'wb': 624775168}","{'sent': 35765, 'recv': 8011108}",0.0,0.0
2021-05-18 20:44:45.813987,2.5,2.5,50642.63671875,89619.140625,11307.96484375,"{'rc': 0, 'wc': 1092, 'rb': 0, 'wb': 624775168}","{'sent': 35819, 'recv': 8095048}",0.0,0.0
2021-05-18 20:44:50.610727,2.5,40.730000000000004,50643.17578125,89619.03125,11307.96484375,"{'rc': 0, 'wc': 1092, 'rb': 0, 'wb': 624775168}","{'sent': 35873, 'recv': 8172328}",0.0,0.0
2021-05-18 20:44:55.808068,47.1,77.63250000000001,48563.390625,87536.46484375,11307.96484375,"{'rc': 0, 'wc': 1092, 'rb': 0, 'wb': 624775168}","{'sent': 35873, 'recv': 8261728}",3.0,0.0
2021-05-18 20:45:00.818641,2.5,2.5,50511.90625,89489.515625,11307.96484375,"{'rc': 0, 'wc': 1092, 'rb': 0, 'wb': 624775168}","{'sent': 37907, 'recv': 8348378}",0.0,0.0
2021-05-18 20:45:05.678583,2.5,14.55,50643.44140625,89620.01953125,11307.96484375,"{'rc': 0, 'wc': 1120, 'rb': 0, 'wb': 624922624}","{'sent': 38135, 'recv': 8431430}",0.0,0.0
2021-05-18 20:45:10.796659,99.6,99.4,51308.4296875,90281.21484375,11307.96484375,"{'rc': 0, 'wc': 1122, 'rb': 0, 'wb': 624967680}","{'sent': 38135, 'recv': 8515130}",0.0,0.0
2021-05-18 20:45:16.000045,62.2,78.415,46870.23828125,85856.87890625,11307.96484375,"{'rc': 0, 'wc': 1122, 'rb': 0, 'wb': 624967680}","{'sent': 38413, 'recv': 8602976}",0.0,0.0
2021-05-18 20:45:20.611003,2.5,2.55,50815.80078125,89791.703125,11307.96484375,"{'rc': 0, 'wc': 1122, 'rb': 0, 'wb': 624967680}","{'sent': 38413, 'recv': 8677016}",0.0,0.0
2021-05-18 20:45:25.517925,2.5,2.5,50816.96875,89791.7421875,11307.96484375,"{'rc': 0, 'wc': 1122, 'rb': 0, 'wb': 624967680}","{'sent': 40111, 'recv': 8756400}",0.0,0.0
2021-05-18 20:45:30.470822,92.3,99.925,51311.87890625,90286.77734375,11307.96484375,"{'rc': 0, 'wc': 1177, 'rb': 0, 'wb': 625225728}","{'sent': 40111, 'recv': 8835300}",0.0,0.0
2021-05-18 20:45:35.552653,66.0,84.1175,47259.58984375,86245.34765625,11307.96484375,"{'rc': 0, 'wc': 1187, 'rb': 0, 'wb': 625270784}","{'sent': 40554, 'recv': 8913869}",0.0,0.0
2021-05-18 20:45:40.125122,2.5,2.5,51160.4375,90135.24609375,11307.96484375,"{'rc': 0, 'wc': 1187, 'rb': 0, 'wb': 625270784}","{'sent': 40608, 'recv': 8989289}",0.0,0.0
2021-05-18 20:45:44.729490,2.5,63.605000000000004,51191.578125,90166.00390625,11307.96484375,"{'rc': 0, 'wc': 1187, 'rb': 0, 'wb': 625270784}","{'sent': 43328, 'recv': 9058416}",0.0,0.0
2021-05-18 20:45:50.009889,77.1,54.23,44665.6875,83660.328125,11307.96484375,"{'rc': 0, 'wc': 1189, 'rb': 0, 'wb': 625295360}","{'sent': 43328, 'recv': 9143856}",0.0,0.0
2021-05-18 20:45:55.119621,100.0,100.0,99305.03125,138197.49609375,11307.96484375,"{'rc': 0, 'wc': 1189, 'rb': 0, 'wb': 625295360}","{'sent': 43328, 'recv': 9230856}",0.0,0.0
2021-05-18 20:46:02.227610,100.0,57.475,110377.3359375,149248.20703125,11307.96484375,"{'rc': 0, 'wc': 1189, 'rb': 0, 'wb': 625295360}","{'sent': 43984, 'recv': 9348404}",0.0,0.0
2021-05-18 20:46:10.464118,98.1,97.95750000000001,95575.40625,134468.25,11307.96484375,"{'rc': 0, 'wc': 1189, 'rb': 0, 'wb': 625295360}","{'sent': 44058, 'recv': 9476164}",0.0,0.0
2021-05-18 20:46:17.577504,20.1,20.072499999999998,110425.609375,149286.57421875,11307.96484375,"{'rc': 0, 'wc': 1225, 'rb': 0, 'wb': 625467392}","{'sent': 45632, 'recv': 9576948}",0.0,0.0
2021-05-18 20:46:23.994364,16.2,14.8475,110426.6015625,149286.88671875,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45740, 'recv': 9682968}",0.0,0.0
2021-05-18 20:46:30.352489,5.0,5.025,110425.23828125,149286.3828125,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45740, 'recv': 9778488}",0.0,0.0
2021-05-18 20:46:36.611982,2.5,2.5,110426.63671875,149286.4140625,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45740, 'recv': 9886608}",0.0,0.0
2021-05-18 20:46:42.986432,2.5,2.525,110428.1796875,149286.40625,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45740, 'recv': 9981588}",0.0,0.0
2021-05-18 20:46:49.277680,2.5,2.5,110428.20703125,149286.40234375,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45794, 'recv': 10078668}",0.0,0.0
2021-05-18 20:46:56.434930,100.0,100.0,105114.20703125,143993.23828125,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 45956, 'recv': 10191348}",0.0,0.0
2021-05-18 20:47:03.056180,97.9,96.505,76313.0703125,115239.140625,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 46010, 'recv': 10296648}",0.0,0.0
2021-05-18 20:47:10.109654,57.1,90.2825,47486.7265625,86471.34765625,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 46052, 'recv': 10400448}",0.0,0.0
2021-05-18 20:47:15.329922,2.5,2.5,50959.1953125,89936.4140625,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 46600, 'recv': 10481040}",0.0,0.0
2021-05-18 20:47:20.116859,2.5,2.5,50961.93359375,89936.5,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 46792, 'recv': 10563210}",0.0,0.0
2021-05-18 20:47:24.992224,83.7,99.4,51452.30078125,90427.04296875,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 46840, 'recv': 10640730}",0.0,0.0
2021-05-18 20:47:30.477745,65.4,60.55,46617.88671875,85606.93359375,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 47288, 'recv': 10723722}",0.0,0.0
2021-05-18 20:47:35.395761,2.5,2.5,51066.046875,90042.43359375,11307.96484375,"{'rc': 0, 'wc': 1229, 'rb': 0, 'wb': 625483776}","{'sent': 47288, 'recv': 10827222}",0.0,0.0
